Country,State,Year,Month,"Food Grains Allocated (UOM:MT(MetricTonne)), Scaling Factor:1000","Ration Cards Issued (UOM:Number), Scaling Factor:1","Transaction For Ration Cards (UOM:Number), Scaling Factor:1","Aadhaar Authenticated Transactions (UOM:Number), Scaling Factor:1","Aadhaar Authenticated Transactions (%) (UOM:%(Percentage)), Scaling Factor:1","Epos (Electronic Point Of Sale System) Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000","Manual Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000","Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000"
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","August, 2018",811798.34,33175307,4949703,4597045,92.88,116187.26,631917.26,748104.53
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018","August, 2018",33454.8,781393,23767,4187,17.62,246.94,29183.62,29430.55
India,West Bengal,"Calendar Year (Jan - Dec), 2018","August, 2018",330516.44,56339730,0,0,0,0,328178.3,328178.3
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","July, 2018",332.7,14443,1824,0,0,28.27,240.72,268.99
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","July, 2018",154148.03,9449586,8897205,8897205,100,143780.07,2932.32,146712.39
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018","July, 2018",4677.46,165368,46,0,0,1.28,4521.69,4522.97
India,Assam,"Calendar Year (Jan - Dec), 2018","July, 2018",135479.33,30906,14358,0,0,313.64,135273.59,135587.23
India,Bihar,"Calendar Year (Jan - Dec), 2018","July, 2018",457821.73,17085462,0,0,0,0,432552.49,432552.49
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","July, 2018",115338,5303452,5145576,1112826,21.63,109997.8,2903.56,112901.36
India,Delhi,"Calendar Year (Jan - Dec), 2018","July, 2018",37572.75,1932479,0,0,0,0,28882.81,28882.81
India,Goa,"Calendar Year (Jan - Dec), 2018","July, 2018",2856.63,140514,0,0,0,0,2239.34,2239.34
India,Gujarat,"Calendar Year (Jan - Dec), 2018","July, 2018",198288.02,6864957,6199876,4698970,75.79,171435.06,0,171435.06
India,Haryana,"Calendar Year (Jan - Dec), 2018","July, 2018",66250,2790768,2439708,2439708,100,50820.13,0,50820.13
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","July, 2018",16857.47,689363,570830,610,0.11,13504.39,2722.78,16227.16
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","July, 2018",38927.5416825744386438080050,1630836.78252091388893307460,1128395.51143150649537395890,140797.44899661817966009860,12.48,26611.4866680728344961085780,10652.290569364,37263.7772374368340903196280
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","July, 2018",144959.47,5710684,4719812,3813371,80.79,133200.74,0,133200.74
India,Karnataka,"Calendar Year (Jan - Dec), 2018","July, 2018",217403,12099633,10290540,10290534,100,184487.79,10831.5,195319.29
India,Kerala,"Calendar Year (Jan - Dec), 2018","July, 2018",85459.89,3533809,3648479,3480928,95.41,80757.73,120.8,80878.53
India,Ladakh,"Calendar Year (Jan - Dec), 2018","July, 2018",870.5083174255613561919950,36469.21747908611106692540,25233.48856849350462604110,3148.55100338182033990140,12.48,595.0933319271655038914220,238.209430636,833.3027625631659096803720
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","July, 2018",126.85,5175,42,0,0,0.65,0,0.65
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","July, 2018",297039.11,11767641,8572759,2571264,29.99,218846.39,71381.11,290227.5
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","July, 2018",383766,14737295,11069372,11069372,100,278460.51,74322.43,352782.93
India,Manipur,"Calendar Year (Jan - Dec), 2018","July, 2018",12461.24,548980,0,0,0,0,12461.24,12461.24
India,Meghalaya,"Calendar Year (Jan - Dec), 2018","July, 2018",10800.27,1551,966,0,0,23.54,10410.06,10433.6
India,Mizoram,"Calendar Year (Jan - Dec), 2018","July, 2018",3827.96,145805,0,0,0,0,3989.46,3989.46
India,Nagaland,"Calendar Year (Jan - Dec), 2018","July, 2018",7632.11,284934,0,0,0,0,7632.11,7632.11
India,Odisha,"Calendar Year (Jan - Dec), 2018","July, 2018",179926.06,8657079,9625817,5772666,59.97,173427.13,5176.42,178603.54
India,Punjab,"Calendar Year (Jan - Dec), 2018","July, 2018",72510,3515987,154806,154806,100,19131.74,0,19131.74
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","July, 2018",232631,10273116,8853856,8851932,99.98,209770.84,801.37,210572.21
India,Sikkim,"Calendar Year (Jan - Dec), 2018","July, 2018",2197.94,24496,2575,2575,100,66.05,2120.89,2186.94
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","July, 2018",202114.13,10004252,10187880,0,0,193243.11,0,193243.11
India,Telangana,"Calendar Year (Jan - Dec), 2018","July, 2018",108004.23,5042436,4272638,4272638,100,91423.41,1016.94,92440.35
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","July, 2018",1380.9300000000000000000000,56206.00000000000000000000,52701.00000000000000000000,43392.00000000000000000000,85.9907176803683387685172,1178.1700000000000000000000,0,1178.1700000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","July, 2018",13761.1,587446,523194,523194,100,12069.26,1593.5,13662.77
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","July, 2018",811798.34,33746931,5157800,4625795,89.69,122066.67,647155.17,769221.84
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018","July, 2018",33454.8,1331838,0,0,0,0,35663.6,35663.6
India,West Bengal,"Calendar Year (Jan - Dec), 2018","July, 2018",330516.44,56339730,0,0,0,0,328174.24,328174.24
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","June, 2018",332.7,9516,2038,0,0,31.28,229.08,260.36
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","June, 2018",154148.03,9449652,8748068,8748068,100,143275.41,2941.77,146217.18
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018","June, 2018",4677.46,173246,0,0,0,0,4357.03,4357.03
India,Assam,"Calendar Year (Jan - Dec), 2018","June, 2018",135479.33,30906,14835,0,0,318.45,136995.07,137313.52
India,Bihar,"Calendar Year (Jan - Dec), 2018","June, 2018",457821.73,17118718,0,0,0,0,434967.67,434967.67
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","June, 2018",115338,5322496,5269148,1070880,20.32,113279.2,2619.63,115898.83
India,Delhi,"Calendar Year (Jan - Dec), 2018","June, 2018",37572.75,1942074,0,0,0,0,27707.15,27707.15
India,Goa,"Calendar Year (Jan - Dec), 2018","June, 2018",2856.63,140320,699,0,0,14.85,2445.37,2460.22
India,Gujarat,"Calendar Year (Jan - Dec), 2018","June, 2018",198288.02,6882306,5951362,4457940,74.91,166276.93,0,166276.93
India,Haryana,"Calendar Year (Jan - Dec), 2018","June, 2018",66250,2645165,2362415,2362415,100,50105.94,0,50105.94
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","June, 2018",16857.47,687315,587573,228,0.04,13902.07,3480.38,17382.45
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","June, 2018",38927.5416825744386438080050,1630836.78252091388893307460,1031223.49851993525992224440,114476.05519269868752656760,11.1,24213.6869208114327344593560,12278.1819424805,36491.8688632919383041056310
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","June, 2018",144959.47,5696290,4707153,3817552,81.1,131187.81,0,131187.81
India,Karnataka,"Calendar Year (Jan - Dec), 2018","June, 2018",217403,12100034,10075466,10075462,100,180770.41,11051.48,191821.89
India,Kerala,"Calendar Year (Jan - Dec), 2018","June, 2018",85459.89,3534741,3586484,3375895,94.13,80152.62,127.49,80280.11
India,Ladakh,"Calendar Year (Jan - Dec), 2018","June, 2018",870.5083174255613561919950,36469.21747908611106692540,23060.50148006474007775560,2559.94480730131247343240,11.1,541.4730791885672655406440,274.568057519494,816.0411367080616958943690
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","June, 2018",126.85,5175,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","June, 2018",297039.11,11775451,8981098,1679601,18.7,227674.63,63393.31,291067.94
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","June, 2018",383766,14731081,10572085,10572085,100,265984.28,131379.5,397363.78
India,Manipur,"Calendar Year (Jan - Dec), 2018","June, 2018",12461.24,496481,0,0,0,0,11796.56,11796.56
India,Meghalaya,"Calendar Year (Jan - Dec), 2018","June, 2018",10800.27,1551,880,0,0,20.92,10408.04,10428.96
India,Mizoram,"Calendar Year (Jan - Dec), 2018","June, 2018",3827.96,145720,0,0,0,0,4011.2,4011.2
India,Nagaland,"Calendar Year (Jan - Dec), 2018","June, 2018",7632.11,284934,0,0,0,0,7632.01,7632.01
India,Odisha,"Calendar Year (Jan - Dec), 2018","June, 2018",179926.06,8657079,9510533,5736016,60.31,173823.43,5390.3,179213.73
India,Punjab,"Calendar Year (Jan - Dec), 2018","June, 2018",72510,3515987,3078,3078,100,339.73,0,339.73
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","June, 2018",232631,10187126,8191548,8189678,99.98,194675.95,802.59,195478.54
India,Sikkim,"Calendar Year (Jan - Dec), 2018","June, 2018",2197.94,8871,2448,2448,100,63.66,2119.03,2182.69
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","June, 2018",202114.13,9997067,9999650,0,0,190090.55,0,190090.55
India,Telangana,"Calendar Year (Jan - Dec), 2018","June, 2018",108004.23,5192173,8634945,8634945,100,93078.1,1017.98,94096.08
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","June, 2018",1380.9300000000000000000000,56101.00000000000000000000,52024.00000000000000000000,44506.00000000000000000000,88.5357105725475869405228,1175.7200000000000000000000,0,1175.7200000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","June, 2018",13761.1,587361,485817,485817,100,11294.12,2414.12,13708.23
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","June, 2018",811798.34,33679138,5113464,4572635,89.42,123933.62,652070.54,776004.16
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018","June, 2018",33454.8,622104,32251,5552,17.21,301.1,41794.07,42095.18
India,West Bengal,"Calendar Year (Jan - Dec), 2018","June, 2018",330516.44,56079839,0,0,0,0,327811.48,327811.48
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","May, 2018",332.7,9552,2519,0,0,40.16,205.05,245.21
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","May, 2018",154148.03,9452705,8705401,8705401,100,142557.47,2919.97,145477.44
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018","May, 2018",4677.46,179913,0,0,0,0,4676,4676
India,Assam,"Calendar Year (Jan - Dec), 2018","May, 2018",135479.33,30906,14521,0,0,315.57,137659.69,137975.26
India,Bihar,"Calendar Year (Jan - Dec), 2018","May, 2018",457821.73,17077671,0,0,0,0,438612.55,438612.55
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","May, 2018",115338,5344361,5241175,723132,13.8,112509.99,2122.76,114632.75
India,Delhi,"Calendar Year (Jan - Dec), 2018","May, 2018",37572.75,1941651,0,0,0,0,32809.43,32809.43
India,Goa,"Calendar Year (Jan - Dec), 2018","May, 2018",2856.63,140065,2744,0,0,59.82,2391.46,2451.28
India,Gujarat,"Calendar Year (Jan - Dec), 2018","May, 2018",198288.02,6959469,5787742,4247937,73.4,162006.37,0,162006.37
India,Haryana,"Calendar Year (Jan - Dec), 2018","May, 2018",66250,2961299,2383889,2383889,100,51264.42,0,51264.42
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","May, 2018",16857.47,685331,512444,2781,0.54,11693.76,3299.59,14993.35
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","May, 2018",38927.5416825744386438080050,1630827.00125231339859783360,1041246.36445485770644369710,116597.61235214504124034050,11.2,24562.5847717909229925058260,12441.8616912411,37004.4366817634333417397540
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","May, 2018",144959.47,5683353,3790806,2850146,75.19,142304.24,0,142304.24
India,Karnataka,"Calendar Year (Jan - Dec), 2018","May, 2018",217403,12114132,9851169,9851168,100,176596.98,12934.57,189531.55
India,Kerala,"Calendar Year (Jan - Dec), 2018","May, 2018",85459.89,3388255,3369218,3070478,91.13,76981.01,127.06,77108.07
India,Ladakh,"Calendar Year (Jan - Dec), 2018","May, 2018",870.5083174255613561919950,36468.99874768660140216640,23284.63554514229355630290,2607.38764785495875965950,11.2,549.2752282090770074941740,278.228308758889,827.5033182365666582602460
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","May, 2018",126.85,13587,2,0,0,0.02,0,0.02
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","May, 2018",297039.11,11777859,8896240,1670600,18.78,225490.24,67859.47,293349.72
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","May, 2018",383766,14752964,9911456,9911456,100,250969.54,103529.37,354498.91
India,Manipur,"Calendar Year (Jan - Dec), 2018","May, 2018",12461.24,496481,0,0,0,0,11796.56,11796.56
India,Meghalaya,"Calendar Year (Jan - Dec), 2018","May, 2018",10800.27,1551,942,0,0,22.33,10406.54,10428.86
India,Mizoram,"Calendar Year (Jan - Dec), 2018","May, 2018",3827.96,145512,0,0,0,0,4016.25,4016.25
India,Nagaland,"Calendar Year (Jan - Dec), 2018","May, 2018",7632.11,284934,0,0,0,0,7632.11,7632.11
India,Odisha,"Calendar Year (Jan - Dec), 2018","May, 2018",179926.06,8670312,9705490,5126123,52.82,172459.56,9233.57,181693.13
India,Punjab,"Calendar Year (Jan - Dec), 2018","May, 2018",72510,729641,0,0,0,0,44913.5,44913.5
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","May, 2018",232631,10114526,8912620,8910452,99.98,211872.28,735.64,212607.92
India,Sikkim,"Calendar Year (Jan - Dec), 2018","May, 2018",2197.94,57686,2490,2490,100,64.86,2138.02,2202.87
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","May, 2018",202114.13,9996283,9993108,0,0,190468.63,0,190468.63
India,Telangana,"Calendar Year (Jan - Dec), 2018","May, 2018",108004.23,5192173,8601005,8601005,100,92693.55,1017.98,93711.53
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","May, 2018",1380.9300000000000000000000,56670.00000000000000000000,52495.00000000000000000000,46545.00000000000000000000,92.8010072367608108180735,1195.6500000000000000000000,0,1195.6500000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","May, 2018",13761.1,588073,467097,467097,100,14091.35,3165.72,17257.07
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","May, 2018",811798.34,33700046,5114656,4528632,88.54,124974.13,657559.11,782533.25
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018","May, 2018",33454.8,1336229,0,0,0,0,37332.96,37332.96
India,West Bengal,"Calendar Year (Jan - Dec), 2018","May, 2018",330516.44,56295909,0,0,0,0,328868.28,328868.28
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","April, 2018",332.7,9561,820,0,0,13.06,214.84,227.9
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","April, 2018",154148.03,9455462,8802384,8802384,100,143367.43,2747.44,146114.87
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018","April, 2018",4677.46,179913,0,0,0,0,4676,4676
India,Assam,"Calendar Year (Jan - Dec), 2018","April, 2018",135479.33,34499,16948,0,0,355.75,139776.31,140132.06
India,Bihar,"Calendar Year (Jan - Dec), 2018","April, 2018",457821.73,17301882,0,0,0,0,433790.78,433790.78
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","April, 2018",115338,5378318,4585178,559297,12.2,95889.51,1575.76,97465.27
India,Delhi,"Calendar Year (Jan - Dec), 2018","April, 2018",37572.75,1949651,1536330,1536330,100,31654.57,233.74,31888.31
India,Goa,"Calendar Year (Jan - Dec), 2018","April, 2018",2856.63,139929,4745,1271,26.79,103.44,2273.31,2376.75
India,Gujarat,"Calendar Year (Jan - Dec), 2018","April, 2018",198288.02,7068124,6024715,3992081,66.26,167703.64,0,167703.64
India,Haryana,"Calendar Year (Jan - Dec), 2018","April, 2018",66250,2964082,2268567,2268567,100,50737.07,0,50737.07
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","April, 2018",16857.47,679985,464198,2379,0.51,12992.57,3373.98,16366.55
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","April, 2018",38927.5416825744386438080050,1630827.00125231339859783360,961715.84759113083963265020,104226.26382624486522752370,10.84,22722.2684284144678879173990,12950.8006590618,35673.069087476291850746280
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","April, 2018",144959.47,5675129,4433676,3577345,80.69,122905.71,0,122905.71
India,Karnataka,"Calendar Year (Jan - Dec), 2018","April, 2018",217403,12116010,9938233,9869369,99.31,239795.7,14679.68,254475.38
India,Kerala,"Calendar Year (Jan - Dec), 2018","April, 2018",85459.89,2452695,3989971,3485279,87.35,55722.23,18644.78,74367.01
India,Ladakh,"Calendar Year (Jan - Dec), 2018","April, 2018",870.5083174255613561919950,36468.99874768660140216640,21506.15240886916036734980,2330.73617375513477247630,10.84,508.1215715855321120826010,289.609340938176,797.730912523708149253720
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","April, 2018",126.85,5148,253,0,0,4.19,0,4.19
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","April, 2018",297039.11,11798742,9016494,1647433,18.27,227125.48,63692.4,290817.88
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","April, 2018",383766,15351146,10598213,9066844,85.55,247330.17,94069.08,341399.25
India,Manipur,"Calendar Year (Jan - Dec), 2018","April, 2018",12461.24,496481,0,0,0,0,11796.56,11796.56
India,Meghalaya,"Calendar Year (Jan - Dec), 2018","April, 2018",10800.27,1551,1016,0,0,24.74,10429.86,10454.6
India,Mizoram,"Calendar Year (Jan - Dec), 2018","April, 2018",3827.96,145444,0,0,0,0,5500.74,5500.74
India,Nagaland,"Calendar Year (Jan - Dec), 2018","April, 2018",7632.11,284934,0,0,0,0,7632.11,7632.11
India,Odisha,"Calendar Year (Jan - Dec), 2018","April, 2018",179926.06,8670312,9429724,5072048,53.79,172188.05,8866.32,181054.37
India,Punjab,"Calendar Year (Jan - Dec), 2018","April, 2018",72510,3509588,0,0,0,0,257079.58,257079.58
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","April, 2018",232631,10062466,7874872,7872761,99.97,187530.48,639.99,188170.47
India,Sikkim,"Calendar Year (Jan - Dec), 2018","April, 2018",2197.94,94863,2814,2814,100,72.05,2135.26,2207.31
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","April, 2018",202114.13,9990881,10031437,0,0,190887.53,0,190887.53
India,Telangana,"Calendar Year (Jan - Dec), 2018","April, 2018",108004.23,5192173,8729477,8729477,100,93634.95,1047.92,94682.87
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","April, 2018",1380.9300000000000000000000,56502.00000000000000000000,51859.00000000000000000000,45989.00000000000000000000,92.7169143891733330468023,1193.8800000000000000000000,12.76,1206.6400000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","April, 2018",13761.1,815580,236168,236168,100,4868.57,15384.87,20253.43
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","April, 2018",811798.34,33712769,5157940,4418086,85.66,125115,657853.74,782968.74
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018","April, 2018",33454.8,1335598,0,0,0,0,30995.43,30995.43
India,West Bengal,"Calendar Year (Jan - Dec), 2018","April, 2018",330516.44,56332793,0,0,0,0,325367.24,325367.24
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","March, 2018",332.7,8948,505,0,0,7.16,0,7.16
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","March, 2018",154148.03,9544558,8881033,8881033,100,143383.64,0,143383.64
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018","March, 2018",4677.46,125573,0,0,0,0,3285.07,3285.07
India,Assam,"Calendar Year (Jan - Dec), 2018","March, 2018",135479.33,34431,15334,0,0,322.57,136122.04,136444.61
India,Bihar,"Calendar Year (Jan - Dec), 2018","March, 2018",457821.73,16827701,0,0,0,0,411104.06,411104.06
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","March, 2018",115338,5355227,5898405,555235,9.41,125753.2,2157.7,127910.9
India,Delhi,"Calendar Year (Jan - Dec), 2018","March, 2018",37572.75,1941861,1531758,1531758,100,31064.93,42.33,31107.27
India,Goa,"Calendar Year (Jan - Dec), 2018","March, 2018",2856.63,139701,5640,3598,63.79,121.22,2159.66,2280.87
India,Gujarat,"Calendar Year (Jan - Dec), 2018","March, 2018",198288.02,7102280,5807611,3876700,66.75,162048.38,0,162048.38
India,Haryana,"Calendar Year (Jan - Dec), 2018","March, 2018",66250,2962980,2536269,2536269,100,56613.86,0,56613.86
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","March, 2018",16857.47,680201,506803,101421,20.01,4885.15,2278.69,7163.84
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","March, 2018",38927.5416825744386438080050,1475138.54893830873256683660,399988.35126043142611078530,23519.06034987901108698450,5.88,9333.3354049308803386384050,617.070892199134,9950.4062971300141179873720
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","March, 2018",144959.47,5666349,4171509,3815937,91.48,113177.56,0,113177.56
India,Karnataka,"Calendar Year (Jan - Dec), 2018","March, 2018",217403,12113358,10036949,9918286,98.82,242104.26,13963.71,256067.98
India,Kerala,"Calendar Year (Jan - Dec), 2018","March, 2018",85459.89,4529523,525043,430276,81.95,8171.08,71582.86,79753.94
India,Ladakh,"Calendar Year (Jan - Dec), 2018","March, 2018",870.5083174255613561919950,32987.45106169126743316340,8944.64873956857388921470,525.93965012098891301550,5.88,208.7145950691196613615950,13.7991078008662,222.5137028699858820126280
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","March, 2018",126.85,5148,120,0,0,1.65,0,1.65
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","March, 2018",297039.11,11639786,8850460,1708887,19.31,220981.13,0,220981.13
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","March, 2018",383766,15229825,11443813,7657807,66.92,277213.57,121347.51,398561.08
India,Manipur,"Calendar Year (Jan - Dec), 2018","March, 2018",12461.24,496723,0,0,0,0,14425.28,14425.28
India,Meghalaya,"Calendar Year (Jan - Dec), 2018","March, 2018",10800.27,401456,0,0,0,0,16136.87,16136.87
India,Mizoram,"Calendar Year (Jan - Dec), 2018","March, 2018",3827.96,145463,0,0,0,0,4749.96,4749.96
India,Nagaland,"Calendar Year (Jan - Dec), 2018","March, 2018",7632.11,284934,0,0,0,0,7632.11,7632.11
India,Odisha,"Calendar Year (Jan - Dec), 2018","March, 2018",179926.06,8661924,8568473,4048042,47.24,169860.21,0,169860.21
India,Punjab,"Calendar Year (Jan - Dec), 2018","March, 2018",72510,503714,144687,144687,100,17647.54,98773.62,116421.16
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","March, 2018",232631,10008950,8541844,8540143,99.98,203068.26,683.28,203751.54
India,Sikkim,"Calendar Year (Jan - Dec), 2018","March, 2018",2197.94,148997,3068,3068,100,85.35,7032,7117.36
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","March, 2018",202114.13,9987680,10175222,0,0,193046.07,0,193046.07
India,Telangana,"Calendar Year (Jan - Dec), 2018","March, 2018",108004.23,5024821,4418392,4418392,100,110648.71,929.54,111578.25
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","March, 2018",1380.9300000000000000000000,57434.00000000000000000000,52837.00000000000000000000,46297.00000000000000000000,91.2639010062697103683948,1204.5100000000000000000000,12.93,1217.4400000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","March, 2018",13761.1,836199,19358,19358,100,418.46,15379.56,15798.02
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","March, 2018",811798.34,33615242,5386386,4202603,78.02,129674.63,444000.99,573675.63
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018","March, 2018",33454.8,1141431,0,0,0,0,25453.88,25453.88
India,West Bengal,"Calendar Year (Jan - Dec), 2018","March, 2018",330516.44,49925945,0,0,0,0,282299.97,282299.97
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","February, 2018",332.7,8911,877,0,0,13.7,0,13.7
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","February, 2018",154148.03,9545608,8752336,8752336,100,143042.48,0,143042.48
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018","February, 2018",4677.46,138837,0,0,0,0,3627.22,3627.22
India,Assam,"Calendar Year (Jan - Dec), 2018","February, 2018",135479.33,5711158,0,0,0,0,188210.84,188210.84
India,Bihar,"Calendar Year (Jan - Dec), 2018","February, 2018",457821.73,24493,19732,12361,62.64,78.8,371038.47,371117.27
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","February, 2018",115338,5348040,2049154,177326,8.65,21273.91,2138.62,23412.53
India,Delhi,"Calendar Year (Jan - Dec), 2018","February, 2018",37572.75,1945776,1333132,1333132,100,27623.34,190.59,27813.93
India,Goa,"Calendar Year (Jan - Dec), 2018","February, 2018",2856.63,139434,5618,3937,70.08,121.52,2284.03,2405.54
India,Gujarat,"Calendar Year (Jan - Dec), 2018","February, 2018",198288.02,7142366,5977991,1495353,25.01,166437.86,0,166437.86
India,Haryana,"Calendar Year (Jan - Dec), 2018","February, 2018",66250,2963287,2724293,2724293,100,50476.19,0,50476.19
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","February, 2018",16857.47,8514,277152,2916,1.05,322.87,1466.27,1789.14
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","February, 2018",38927.5416825744386438080050,1101554.73226490096643913080,21458.14705575569745170580,1329.27440280663655925190,6.19,505.5057425419410155901210,0,505.5057425419410155901210
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","February, 2018",144959.47,5639582,4078507,3713310,91.05,109218.34,0,109218.34
India,Karnataka,"Calendar Year (Jan - Dec), 2018","February, 2018",217403,11699037,9348149,9165302,98.04,220830.86,29529.44,250360.3
India,Kerala,"Calendar Year (Jan - Dec), 2018","February, 2018",85459.89,3467036,0,0,0,0,74539.58,74539.58
India,Ladakh,"Calendar Year (Jan - Dec), 2018","February, 2018",870.5083174255613561919950,24633.26773509903356086920,479.85294424430254829420,29.72559719336344074810,6.19,11.3042574580589844098790,0,11.3042574580589844098790
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","February, 2018",297039.11,11688815,9115856,1751149,19.21,231919.38,0,231919.38
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","February, 2018",383766,14343716,9275850,4931388,53.16,237878.41,137795.38,375673.8
India,Manipur,"Calendar Year (Jan - Dec), 2018","February, 2018",12461.24,496965,0,0,0,0,11815.58,11815.58
India,Meghalaya,"Calendar Year (Jan - Dec), 2018","February, 2018",10800.27,401378,0,0,0,0,10425.52,10425.52
India,Mizoram,"Calendar Year (Jan - Dec), 2018","February, 2018",3827.96,144831,0,0,0,0,5637.16,5637.16
India,Nagaland,"Calendar Year (Jan - Dec), 2018","February, 2018",7632.11,284934,0,0,0,0,7632.11,7632.11
