Country,State,Year,Month,"Food Grains Allocated (UOM:MT(MetricTonne)), Scaling Factor:1000","Ration Cards Issued (UOM:Number), Scaling Factor:1","Transaction For Ration Cards (UOM:Number), Scaling Factor:1","Aadhaar Authenticated Transactions (UOM:Number), Scaling Factor:1","Aadhaar Authenticated Transactions (%) (UOM:%(Percentage)), Scaling Factor:1","Epos (Electronic Point Of Sale System) Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000","Manual Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000","Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000"
India,Ladakh,"Calendar Year (Jan - Dec), 2019","October, 2019",870.5083174255613561919950,36668.72238857887629360930,154.88370399279361584790,0.06561941985289942770,0.04,3.2129455273974656449510,821.197510720103,824.4104562474999985679860
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019","October, 2019",126.85,5155,148,0,0,3.34,0,3.34
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","October, 2019",297039.11,11740426,7601060,7116463,93.62,203588.25,67944.48,271532.73
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","October, 2019",383766,14984647,13038130,13038130,100,320244.69,6972.87,327217.56
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","October, 2019",10800.27,1261,416,0,0,10.65,10549.62,10560.27
India,Mizoram,"Calendar Year (Jan - Dec), 2019","October, 2019",3827.96,153579,0,0,0,0,3913.07,3913.07
India,Odisha,"Calendar Year (Jan - Dec), 2019","October, 2019",179926.06,8666577,12132045,9131486,75.27,165789.52,2099.71,167889.22
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","October, 2019",232631,10898516,9575421,9573291,99.98,227665.76,0,227665.76
India,Sikkim,"Calendar Year (Jan - Dec), 2019","October, 2019",2197.94,94269,38664,25547,66.07,972.68,1207.8,2180.48
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","October, 2019",202114.13,10121507,10334090,0,0,201616.45,0,201616.45
India,Telangana,"Calendar Year (Jan - Dec), 2019","October, 2019",108004.23,5319720,4882732,4882732,100,98303.99,864.11,99168.1
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019","October, 2019",1380.9300000000000000000000,55667.00000000000000000000,47137.00000000000000000000,43346.00000000000000000000,89.1057182552261017659403,1179.1900000000000000000000,0,1179.1900000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019","October, 2019",13761.1,578905,669701,669701,100,12848.61,551.81,13400.42
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","October, 2019",811798.34,35525403,32588260,30545268,93.73,740853.08,21719.54,762572.62
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019","October, 2019",33454.8,1329200,247900,98410,39.7,6178.68,24353.27,30531.94
India,West Bengal,"Calendar Year (Jan - Dec), 2019","October, 2019",330516.44,50620163,13478721,0,0,196975.36,130441.65,327417.01
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","September, 2019",332.7,16184,11541,0,0,211.39,25.71,237.1
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","September, 2019",154148.03,8965306,8832185,8832185,100,149359.17,2947.7,152306.87
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","September, 2019",4677.46,177102,14696,0,0,395.68,4368.28,4763.95
India,Assam,"Calendar Year (Jan - Dec), 2019","September, 2019",135479.33,5785492,0,0,0,0,138821.94,138821.94
India,Bihar,"Calendar Year (Jan - Dec), 2019","September, 2019",457821.73,11269514,391804,327344,83.55,11189.28,424251.02,435440.3
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","September, 2019",115338,5282952,6084159,522564,8.59,113785.6,0,113785.6
India,Delhi,"Calendar Year (Jan - Dec), 2019","September, 2019",37572.75,1738084,0,0,0,0,35756.25,35756.25
India,Goa,"Calendar Year (Jan - Dec), 2019","September, 2019",2856.63,343136,73816,73518,99.6,2286.89,515.51,2802.4
India,Gujarat,"Calendar Year (Jan - Dec), 2019","September, 2019",198288.02,6641615,6158322,5583700,90.67,158706.73,0,158706.73
India,Haryana,"Calendar Year (Jan - Dec), 2019","September, 2019",66250,2698990,2696083,2696083,100,56915.02,0,56915.02
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","September, 2019",16857.47,681089,642874,516743,80.38,15256.55,1277.78,16534.32
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","September, 2019",38927.5416825744386438080050,1639758.27761142112370639070,19859.88776643557667332640,73.35951450367751430750,0.37,322.9970517253918503283020,34846.8355475243,35169.8325992496645929320710
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","September, 2019",144959.47,5711661,4401201,4126283,93.75,134460.48,0,134460.48
India,Karnataka,"Calendar Year (Jan - Dec), 2019","September, 2019",217403,12604402,10956194,10956190,100,101709.52,1622.07,103331.59
India,Kerala,"Calendar Year (Jan - Dec), 2019","September, 2019",85459.89,3686004,3991114,3806628,95.38,82076.61,104.22,82180.82
India,Ladakh,"Calendar Year (Jan - Dec), 2019","September, 2019",870.5083174255613561919950,36668.72238857887629360930,444.11223356442332667360,1.64048549632248569250,0.37,7.2229482746081496716980,779.254452475727,786.4774007503354070679290
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019","September, 2019",126.85,5155,400,0,0,10.16,0,10.16
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","September, 2019",297039.11,11740426,4224943,3704979,87.69,113409.53,168083.57,281493.1
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","September, 2019",383766,14857464,12945091,12945091,100,322753.75,7308.69,330062.44
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","September, 2019",10800.27,1166,891,0,0,22.35,10068.34,10090.68
India,Mizoram,"Calendar Year (Jan - Dec), 2019","September, 2019",3827.96,149782,0,0,0,0,3874.12,3874.12
India,Nagaland,"Calendar Year (Jan - Dec), 2019","September, 2019",7632.11,284927,0,0,0,0,7603.28,7603.28
India,Odisha,"Calendar Year (Jan - Dec), 2019","September, 2019",179926.06,8666577,8404015,6007363,71.48,165186.74,4063.44,169250.19
India,Punjab,"Calendar Year (Jan - Dec), 2019","September, 2019",72510,3555040,51789,51789,100,6040.59,0,6040.59
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","September, 2019",232631,10833603,9484240,9481616,99.97,225672.55,0,225672.55
India,Sikkim,"Calendar Year (Jan - Dec), 2019","September, 2019",2197.94,94017,41557,28182,67.82,1043.42,1140.09,2183.51
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","September, 2019",202114.13,10105081,10257048,0,0,200755.62,0,200755.62
India,Telangana,"Calendar Year (Jan - Dec), 2019","September, 2019",108004.23,5316024,4916899,4916899,100,98934.26,875.08,99809.33
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019","September, 2019",1380.9300000000000000000000,55614.00000000000000000000,48545.00000000000000000000,45060.00000000000000000000,92.4199401933026384359569,1205.8100000000000000000000,0,1205.8100000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019","September, 2019",13761.1,578890,919699,919699,100,12817.73,548.46,13366.19
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","September, 2019",811798.34,35343077,27730648,27688573,99.85,646238.3,21842.05,668080.35
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019","September, 2019",33454.8,1327984,234445,88737,37.85,5882.17,25026.61,30908.78
India,West Bengal,"Calendar Year (Jan - Dec), 2019","September, 2019",330516.44,49675296,11980470,0,0,174652.62,153280.71,327933.33
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","August, 2019",332.7,14681,13385,0,0,244.63,24.88,269.51
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","August, 2019",154148.03,9290667,8603849,8603849,100,140678.1,2949.32,143627.42
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","August, 2019",4677.46,177100,8967,0,0,236.78,4379.99,4616.77
India,Assam,"Calendar Year (Jan - Dec), 2019","August, 2019",135479.33,5785958,0,0,0,0,139578.9,139578.9
India,Bihar,"Calendar Year (Jan - Dec), 2019","August, 2019",457821.73,3392339,110631,98286,88.84,3296,433496.05,436792.05
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","August, 2019",115338,5282966,5351144,518150,9.68,112261.98,1544.6,113806.58
India,Delhi,"Calendar Year (Jan - Dec), 2019","August, 2019",37572.75,1734718,0,0,0,0,34332.32,34332.32
India,Goa,"Calendar Year (Jan - Dec), 2019","August, 2019",2856.63,342640,93982,93084,99.04,2014.59,812.84,2827.44
India,Gujarat,"Calendar Year (Jan - Dec), 2019","August, 2019",198288.02,6636998,5997169,5410848,90.22,157569.66,0,157569.66
India,Haryana,"Calendar Year (Jan - Dec), 2019","August, 2019",66250,2669503,2563853,2563853,100,56489.22,0,56489.22
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","August, 2019",16857.47,682014,222895,199823,89.65,5201.33,2836.54,8037.87
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","August, 2019",38927.5416825744386438080050,1640096.70950499808930572930,26371.27827378199284326010,249.42234931250354864550,0.95,483.4978881908377612978710,29332.7920930269,29816.2899812176913668165050
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","August, 2019",144959.47,5710390,4309301,4107581,95.32,125094.14,0,125094.14
India,Karnataka,"Calendar Year (Jan - Dec), 2019","August, 2019",217403,12580071,10955613,10955580,100,103865.5,1922.14,105787.64
India,Kerala,"Calendar Year (Jan - Dec), 2019","August, 2019",85459.89,3666989,3813758,3753053,98.41,81755.29,131.94,81887.23
India,Ladakh,"Calendar Year (Jan - Dec), 2019","August, 2019",870.5083174255613561919950,36676.29049500191069427070,589.72172621800715673990,5.57765068749645135450,0.95,10.8121118091622387021290,655.947906973146,666.7600187823086331834950
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","August, 2019",297039.11,7936957,3277541,1759577,53.69,85462.22,82495.4,167957.62
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","August, 2019",383766,14657370,12685104,12685104,100,315960.95,8345.34,324306.29
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","August, 2019",10800.27,1138,620,0,0,15.73,10373.77,10389.5
India,Mizoram,"Calendar Year (Jan - Dec), 2019","August, 2019",3827.96,148354,0,0,0,0,3642.51,3642.51
India,Nagaland,"Calendar Year (Jan - Dec), 2019","August, 2019",7632.11,284934,0,0,0,0,7618.41,7618.41
India,Odisha,"Calendar Year (Jan - Dec), 2019","August, 2019",179926.06,8683078,9104073,5969188,65.57,169925.1,107.94,170033.04
India,Punjab,"Calendar Year (Jan - Dec), 2019","August, 2019",72510,3555040,491338,491338,100,59134.41,0,59134.41
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","August, 2019",232631,10757958,9401901,9398829,99.97,223752.58,0,223752.58
India,Sikkim,"Calendar Year (Jan - Dec), 2019","August, 2019",2197.94,94738,23555,23555,100,796.2,1650.18,2446.39
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","August, 2019",202114.13,10060099,10251790,0,0,200050.62,0,200050.62
India,Telangana,"Calendar Year (Jan - Dec), 2019","August, 2019",108004.23,5316737,5157209,5157209,100,102882.91,872.68,103755.59
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019","August, 2019",1380.9300000000000000000000,55535.00000000000000000000,49007.00000000000000000000,46101.00000000000000000000,93.7445428698833629716384,1212.2400000000000000000000,0,1212.2400000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019","August, 2019",13761.1,578955,640063,640063,100,12763.77,0,12763.77
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","August, 2019",811798.34,35388484,31514654,29269055,92.87,718569.44,3560.31,722129.75
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019","August, 2019",33454.8,1327780,213990,75629,35.34,5397.57,26435.47,31833.04
India,West Bengal,"Calendar Year (Jan - Dec), 2019","August, 2019",330516.44,46671066,10691985,0,0,128535.94,200358.85,328894.79
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","July, 2019",332.7,14525,14301,0,0,242.65,25.34,267.99
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","July, 2019",154148.03,9288954,8619968,8619968,100,137937.33,2951.63,140888.96
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","July, 2019",4677.46,177377,4893,0,0,127.61,4073.67,4201.28
India,Assam,"Calendar Year (Jan - Dec), 2019","July, 2019",135479.33,6255411,0,0,0,0,138582.19,138582.19
India,Bihar,"Calendar Year (Jan - Dec), 2019","July, 2019",457821.73,3785254,36655,35387,96.54,1119.93,435060.32,436180.25
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","July, 2019",115338,5282966,8414924,728845,8.66,114025.54,1542.1,115567.64
India,Delhi,"Calendar Year (Jan - Dec), 2019","July, 2019",37572.75,1729189,0,0,0,0,35179.05,35179.05
India,Goa,"Calendar Year (Jan - Dec), 2019","July, 2019",2856.63,141467,106343,106343,100,2277.12,514.79,2791.91
India,Gujarat,"Calendar Year (Jan - Dec), 2019","July, 2019",198288.02,6623852,6115734,5353936,87.54,160632.09,0,160632.09
India,Haryana,"Calendar Year (Jan - Dec), 2019","July, 2019",66250,2801606,2575809,2575809,100,56998,0,56998
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","July, 2019",16857.47,683023,637981,507887,79.61,15075.2,1854.73,16929.93
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","July, 2019",38927.5416825744386438080050,1639391.48003890273613485320,1412033.71643538528572600100,109902.33399510940676787600,7.78,32581.2687704728998230776260,0,32581.2687704728998230776260
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","July, 2019",144959.47,5711250,4730600,4054416,85.71,133453.14,0,133453.14
India,Karnataka,"Calendar Year (Jan - Dec), 2019","July, 2019",217403,12550576,11002998,11002986,100,197149.41,2230.72,199380.13
India,Kerala,"Calendar Year (Jan - Dec), 2019","July, 2019",85459.89,3652235,3817536,3728957,97.68,81595.8,101.43,81697.23
India,Ladakh,"Calendar Year (Jan - Dec), 2019","July, 2019",870.5083174255613561919950,36660.51996109726386514680,31576.28356461471427399900,2457.66600489059323212400,7.78,728.5912295271001769223740,0,728.5912295271001769223740
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","July, 2019",297039.11,7938983,5708277,3366334,58.97,146167.03,242651.24,388818.27
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","July, 2019",383766,14616387,12666832,12666832,100,315292.53,8185.51,323478.04
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","July, 2019",10800.27,1138,309,0,0,8.42,11514.98,11523.4
India,Mizoram,"Calendar Year (Jan - Dec), 2019","July, 2019",3827.96,147766,0,0,0,0,4238.12,4238.12
India,Nagaland,"Calendar Year (Jan - Dec), 2019","July, 2019",7632.11,284934,0,0,0,0,7616.71,7616.71
India,Odisha,"Calendar Year (Jan - Dec), 2019","July, 2019",179926.06,8683078,8323580,5098596,61.25,169685.49,494.58,170180.07
India,Punjab,"Calendar Year (Jan - Dec), 2019","July, 2019",72510,3555040,2211865,2211865,100,269041.55,0,269041.55
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","July, 2019",232631,10673183,10235514,10229961,99.95,243117.18,0,243117.18
India,Sikkim,"Calendar Year (Jan - Dec), 2019","July, 2019",2197.94,95116,24110,24110,100,620.39,1746.01,2366.39
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","July, 2019",202114.13,10086235,10305759,0,0,199672.07,0,199672.07
India,Telangana,"Calendar Year (Jan - Dec), 2019","July, 2019",108004.23,5799801,4631142,4631142,100,96137.59,979.96,97117.56
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019","July, 2019",1380.9300000000000000000000,55466.00000000000000000000,52131.00000000000000000000,41236.00000000000000000000,66.9342088721505590088740,1248.3700000000000000000000,0,1248.3700000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019","July, 2019",13761.1,578881,606074,606074,100,12724.11,0,12724.11
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","July, 2019",811798.34,35705561,31474908,28726045,91.27,707805.18,5503.21,713308.4
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019","July, 2019",33454.8,1325374,201997,66338,32.84,5071.44,26425.65,31497.09
India,West Bengal,"Calendar Year (Jan - Dec), 2019","July, 2019",330516.44,28670236,3128936,0,0,35650.24,290013.55,325663.8
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","June, 2019",332.7,14525,13026,0,0,233.01,0,233.01
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","June, 2019",154148.03,9293099,8544919,8544919,100,154335.01,2953.66,157288.67
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","June, 2019",4677.46,177404,11590,0,0,301.18,4309.56,4610.74
India,Assam,"Calendar Year (Jan - Dec), 2019","June, 2019",135479.33,5789395,0,0,0,0,139022.09,139022.09
India,Bihar,"Calendar Year (Jan - Dec), 2019","June, 2019",457821.73,1150110,16808,12053,71.71,511.28,434275.8,434787.09
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","June, 2019",115338,5281709,5183310,508150,9.8,113838.21,2510.24,116348.45
India,Delhi,"Calendar Year (Jan - Dec), 2019","June, 2019",37572.75,1717832,0,0,0,0,111543.99,111543.99
India,Goa,"Calendar Year (Jan - Dec), 2019","June, 2019",2856.63,141399,107619,107619,100,2302.01,496.67,2798.68
India,Gujarat,"Calendar Year (Jan - Dec), 2019","June, 2019",198288.02,6624669,6257201,5300814,84.72,163029.49,0,163029.49
India,Haryana,"Calendar Year (Jan - Dec), 2019","June, 2019",66250,2665099,2552068,2552068,100,55627.42,0,55627.42
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","June, 2019",16857.47,674900,645139,510881,79.19,15207.92,1836.82,17044.74
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","June, 2019",38927.5416825744386438080050,1638286.19668704732825262020,1400724.61367949836012035680,392890.08463705558982639160,28.05,31411.8692029412777933398710,5683.52349553811,37095.3926984793929691458130
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","June, 2019",144959.47,5701697,4736683,4043997,85.38,137652.42,0,137652.42
India,Karnataka,"Calendar Year (Jan - Dec), 2019","June, 2019",217403,12469982,10796371,10796371,100,194374.71,2929.16,197303.86
India,Kerala,"Calendar Year (Jan - Dec), 2019","June, 2019",85459.89,3662695,3644377,3576559,98.14,80995.75,103.58,81099.33
India,Ladakh,"Calendar Year (Jan - Dec), 2019","June, 2019",870.5083174255613561919950,36635.80331295267174737980,31323.38632050163987964320,8785.91536294441017360840,28.05,702.4407970587222066601290,127.096504461885,829.5373015206070308541870
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","June, 2019",297039.11,11747674,9688849,6473971,66.82,243514.53,29164.58,272679.1
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","June, 2019",383766,14578890,12516888,12516888,100,311658.58,10118.19,321776.77
India,Manipur,"Calendar Year (Jan - Dec), 2019","June, 2019",12461.24,569688,0,0,0,0,13163.24,13163.24
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","June, 2019",10800.27,1123,569,0,0,14.33,11514.29,11528.63
India,Mizoram,"Calendar Year (Jan - Dec), 2019","June, 2019",3827.96,147510,0,0,0,0,4112.15,4112.15
India,Nagaland,"Calendar Year (Jan - Dec), 2019","June, 2019",7632.11,284934,0,0,0,0,7623.62,7623.62
India,Odisha,"Calendar Year (Jan - Dec), 2019","June, 2019",179926.06,8685358,11884202,6297700,52.99,148610.8,32810.37,181421.17
India,Punjab,"Calendar Year (Jan - Dec), 2019","June, 2019",72510,3555040,430492,430492,100,52878.27,0,52878.27
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","June, 2019",232631,10611746,4091161,4088007,99.92,97237.64,722.3,97959.94
India,Sikkim,"Calendar Year (Jan - Dec), 2019","June, 2019",2197.94,95233,27920,27920,100,717.49,1690.66,2408.15
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","June, 2019",202114.13,10086016,9973050,0,0,193230.79,0,193230.79
